Country,Year,Sex,Age,Mx,Dx,Px,ex
AUS,2022,m,0,0.003270969,465.8242166,142411.6849,80.82464508
AUS,2022,m,1,0.000128265,78.43732585,611526.7908,80.08889057
AUS,2022,m,5,6.40597994745097e-05,52.56959424,820633.1377,76.1292089
AUS,2022,m,10,0.000102955,85.79926231,833367.4468,71.15279604
AUS,2022,m,15,0.000390855,303.1068896,775497.8661,66.18814585
AUS,2022,m,20,0.000590449,483.0290594,818071.1625,61.3127316
AUS,2022,m,25,0.000662032,606.7932877,916562.3853,56.48661778
AUS,2022,m,30,0.000790757,743.7783909,940590.5478,51.66561829
AUS,2022,m,35,0.001170768,1088.708572,929909.5149,46.86039358
AUS,2022,m,40,0.001614625,1351.953402,837317.3576,42.12083458
AUS,2022,m,45,0.002316002,1853.511826,800306.8169,37.44199488
AUS,2022,m,50,0.003366359,2720.093439,808022.3028,32.84897989
AUS,2022,m,55,0.005229777,3933.557317,752146.2728,28.36414332
AUS,2022,m,60,0.007628344,5521.844042,723858.8149,24.04942146
AUS,2022,m,65,0.011716474,7355.993822,627833.3847,19.88733316
AUS,2022,m,70,0.01914665,10592.88322,553249.9494,15.93666042
AUS,2022,m,75,0.032342424,13543.30344,418747.3164,12.28766357
AUS,2022,m,80,0.059952061,15655.61903,261135.6271,9.009683132
AUS,2022,m,85,0.109357022,15600.64077,142657.879,6.305059019
AUS,2022,m,90,0.206377136,12517.3888,60652.98253,4.168434041
AUS,2022,m,95,0.358878753,4809.774632,13402.22733,2.725107365
AUS,2022,m,100,0.604492391,679.9940933,1124.900998,1.654280543
AUS,2022,f,0,0.002816442,379.5311021,134755.542,84.8804248
AUS,2022,f,1,0.000108233,62.54186908,577844.2198,84.11935504
AUS,2022,f,5,4.98103766360335e-05,38.59310528,774800.5113,80.15512086
AUS,2022,f,10,7.55460238689936e-05,59.55436715,788319.0154,75.17446342
AUS,2022,f,15,0.000211003,153.9748331,729727.0599,70.20191994
AUS,2022,f,20,0.000223401,171.5852185,768059.3828,65.27338429
AUS,2022,f,25,0.000266826,236.8313323,887588.2863,60.34354165
AUS,2022,f,30,0.000400125,382.8327113,956782.8023,55.42076387
AUS,2022,f,35,0.000617133,582.4422058,943787.0977,50.52674448
AUS,2022,f,40,0.000946772,810.6782029,856254.5658,45.67516793
AUS,2022,f,45,0.001384043,1130.29226,816659.8928,40.88003814
AUS,2022,f,50,0.002132475,1779.777219,834606.523,36.14655841
AUS,2022,f,55,0.0031326,2440.906435,779195.1141,31.50723339
AUS,2022,f,60,0.004509058,3454.346875,766090.5456,26.9651599
AUS,2022,f,65,0.006865782,4642.946358,676244.3445,22.52302264
AUS,2022,f,70,0.011741181,6982.77032,594724.6805,18.22239556
AUS,2022,f,75,0.021207254,9615.64898,453413.1934,14.17330505
AUS,2022,f,80,0.041186056,12614.10322,306271.2102,10.48039846
AUS,2022,f,85,0.08196476,15968.32188,194819.357,7.312440625
AUS,2022,f,90,0.167384075,17294.94294,103324.9005,4.792986757
AUS,2022,f,95,0.304330235,9816.284793,32255.3715,3.092928232
AUS,2022,f,100,0.536136667,2375.649489,4431.052072,1.865196062
AUS,2022,b,0,0.003049893,845.3303552,277167.2269,82.84004142
AUS,2022,b,1,0.000118529,140.9749938,1189371.011,82.09255437
AUS,2022,b,5,5.71377002043081e-05,91.15940953,1595433.649,78.130762
AUS,2022,b,10,8.96271902376817e-05,145.3472011,1621686.462,73.15237193
AUS,2022,b,15,0.000303651,457.0634984,1505224.926,68.18404089
AUS,2022,b,20,0.000412697,654.5920789,1586130.545,63.28384188
AUS,2022,b,25,0.000467588,843.5987653,1804150.672,58.40939811
AUS,2022,b,30,0.000593757,1126.579356,1897373.35,53.54026384
AUS,2022,b,35,0.000891872,1671.098006,1873696.613,48.69201676
AUS,2022,b,40,0.001276927,2162.568195,1693571.923,43.89846396
AUS,2022,b,45,0.00184531,2983.804402,1616966.71,39.16362457
AUS,2022,b,50,0.002739415,4499.841546,1642628.826,34.50347109
AUS,2022,b,55,0.004162653,6374.443355,1531341.387,29.94484777
AUS,2022,b,60,0.006024458,8976.13662,1489949.36,25.52207167
AUS,2022,b,65,0.009201104,11998.95515,1304077.729,21.22615341
AUS,2022,b,70,0.015310178,17575.69549,1147974.63,17.10794346
AUS,2022,b,75,0.026552922,23158.41001,872160.5098,13.27069951
AUS,2022,b,80,0.049821837,28269.25098,567406.8373,9.802341138
AUS,2022,b,85,0.093542821,31568.57266,337477.236,6.880232272
AUS,2022,b,90,0.181803772,29811.79773,163977.883,4.554271656
AUS,2022,b,95,0.320337422,14625.8375,45657.59883,2.977560326
AUS,2022,b,100,0.549973127,3055.624883,5555.95307,1.818270659
AUS,2023,m,0,0.003064273,428.1493164,139722.956,81.56697797
AUS,2023,m,1,0.000118469,70.7680354,597353.9688,80.81679913
AUS,2023,m,5,5.98373548616625e-05,48.47397507,810095.5528,76.8543828
AUS,2023,m,10,9.86607327623247e-05,82.30733621,834246.1474,71.87663198
AUS,2023,m,15,0.000373269,295.6610955,792086.0171,66.91086417
AUS,2023,m,20,0.0005628,447.4933477,795119.2099,62.03118932
AUS,2023,m,25,0.000631676,569.7989744,902043.3285,57.19894622
AUS,2023,m,30,0.000752619,706.7192907,939013.2828,52.37197948
AUS,2023,m,35,0.00112959,1052.559028,931806.2141,47.56000628
AUS,2023,m,40,0.001558845,1344.0696,862221.3956,42.81522368
AUS,2023,m,45,0.002195673,1737.30239,791238.9715,38.13067899
AUS,2023,m,50,0.003200454,2619.796243,818570.0676,33.5240047
AUS,2023,m,55,0.004960555,3707.767685,747450.1198,29.02446352
AUS,2023,m,60,0.007210359,5302.810011,735443.3141,24.69060494
AUS,2023,m,65,0.011022197,7051.390147,639744.5033,20.50530167
AUS,2023,m,70,0.017985001,10010.99907,556630.449,16.52570945
AUS,2023,m,75,0.029770612,13268.87781,445703.8964,12.84635077
AUS,2023,m,80,0.055142702,15074.78332,273377.6697,9.510277
AUS,2023,m,85,0.097565067,14659.79176,150256.5641,6.75216439
AUS,2023,m,90,0.185615982,11541.65979,62180.31273,4.495648421
AUS,2023,m,95,0.324265647,4704.792332,14509.06803,2.95135602
AUS,2023,m,100,0.55053193,679.0018499,1233.355983,1.816425071
AUS,2023,f,0,0.002681151,354.6552494,132277.2526,85.50490793
AUS,2023,f,1,0.000101619,57.4029064,564885.6021,84.73403441
AUS,2023,f,5,4.73877540466042e-05,36.23468532,764642.3859,80.76786403
AUS,2023,f,10,7.38580268660673e-05,58.3125598,789522.3075,75.78641091
AUS,2023,f,15,0.000205408,153.0194668,744953.6026,70.81347986
AUS,2023,f,20,0.000215668,161.0624584,746806.9957,65.8836766
AUS,2023,f,25,0.000257869,222.9396587,864544.9171,60.95206266
AUS,2023,f,30,0.000390837,371.6075263,950798.7765,56.02747627
AUS,2023,f,35,0.000603155,572.0661024,948456.0213,51.13218122
AUS,2023,f,40,0.000926727,814.249219,878629.2259,46.27906645
AUS,2023,f,45,0.001301004,1052.647453,809103.9604,41.48239368
AUS,2023,f,50,0.002020852,1707.600035,844990.1181,36.73680239
AUS,2023,f,55,0.002951509,2286.277146,774612.9401,32.08449655
AUS,2023,f,60,0.004235001,3287.406131,776246.8325,27.52433659
AUS,2023,f,65,0.006517845,4501.674154,690669.1314,23.05989729
AUS,2023,f,70,0.011138798,6716.912366,603019.5077,18.74102713
AUS,2023,f,75,0.020076154,9708.646151,483590.933,14.6714646
AUS,2023,f,80,0.038847586,12362.97265,318243.0058,10.95780766
AUS,2023,f,85,0.073246084,14850.96307,202754.3618,7.777346453
AUS,2023,f,90,0.150720063,15758.26881,104553.226,5.143316343
AUS,2023,f,95,0.275373936,9209.375768,33443.16418,3.339729265
AUS,2023,f,100,0.487647083,2312.968294,4743.119303,2.050663347
AUS,2023,b,0,0.002877868,782.78082,272000.2086,83.53400043
AUS,2023,b,1,0.000110276,128.1670158,1162239.571,82.77426679
AUS,2023,b,5,5.37902389020116e-05,84.70552993,1574737.939,78.81011435
AUS,2023,b,10,8.65970388748982e-05,140.61354,1623768.455,73.83064081
AUS,2023,b,15,0.0002919,448.662305,1537039.62,68.86153261
AUS,2023,b,20,0.000394659,608.5348648,1541926.206,63.95845809
AUS,2023,b,25,0.000448726,792.7142606,1766588.246,59.07985349
AUS,2023,b,30,0.000570583,1078.295414,1889812.059,54.20694035
AUS,2023,b,35,0.000864014,1624.572683,1880262.235,49.35466669
AUS,2023,b,40,0.00123977,2158.254518,1740850.621,44.55752027
AUS,2023,b,45,0.001743346,2789.951538,1600342.932,39.81903911
AUS,2023,b,50,0.00260127,4327.369598,1663560.186,35.14576309
AUS,2023,b,55,0.003938095,5994.02863,1522063.06,30.57314468
AUS,2023,b,60,0.005682494,8590.170299,1511690.147,26.13141451
AUS,2023,b,65,0.00868383,11553.08593,1330413.635,21.81251728
AUS,2023,b,70,0.014425015,16727.96774,1159649.957,17.66965854
AUS,2023,b,75,0.024725087,22976.89519,929294.8293,13.8047039
AUS,2023,b,80,0.046376395,27437.23392,591620.6755,10.2943307
AUS,2023,b,85,0.083596191,29510.36895,353010.9259,7.338724514
AUS,2023,b,90,0.163730811,27299.41747,166733.5387,4.895577055
AUS,2023,b,95,0.29016211,13913.9209,47952.2322,3.215771065
AUS,2023,b,100,0.500620852,2991.948152,5976.475287,1.99751967
AUT,2022,m,0,0.002438167,104,42655,79.06179406
AUT,2022,m,1,0.000139709,25,178943.1667,78.25445843
AUT,2022,m,5,7.47717263178883e-05,17,227358.6667,74.29734956
AUT,2022,m,10,0.000117378,26,221506.1667,69.32419664
AUT,2022,m,15,0.000390264,89,228050.5,64.36342668
AUT,2022,m,20,0.000525728,136,258689,59.48426005
AUT,2022,m,25,0.000580305,177,305012.1667,54.63424823
AUT,2022,m,30,0.000652766,210,321708.1667,49.78573676
AUT,2022,m,35,0.001022325,320,313012,44.94032152
AUT,2022,m,40,0.001424563,427,299741,40.15781641
AUT,2022,m,45,0.002070396,604,291731.6667,35.4270048
AUT,2022,m,50,0.003477759,1176,338148.8333,30.76963791
AUT,2022,m,55,0.00597942,2114,353546,26.26552422
AUT,2022,m,60,0.010441472,3179,304459,21.9868269
AUT,2022,m,65,0.016972207,3945,232438.8333,18.03145118
AUT,2022,m,70,0.026770951,5100,190505,14.4078683
AUT,2022,m,75,0.043001258,6217,144577.1667,11.11612203
AUT,2022,m,80,0.069044032,8814,127657.6667,8.191782469
AUT,2022,m,85,0.136595244,7031,51473.24167,5.566621709
AUT,2022,m,90,0.250280295,5058,20209.34167,3.747171267
AUT,2022,m,95,0.406660624,1524,3747.596667,2.916861472
AUT,2022,m,100,0.59929952,154,256.9666667,1.668614719
AUT,2022,f,0,0.002431752,98,40300.16667,83.7449313
AUT,2022,f,1,0.000135485,23,169760,82.94846234
AUT,2022,f,5,8.40893589587869e-05,18,214058,78.9926009
AUT,2022,f,10,9.58020346755465e-05,20,208763.8333,74.02476873
AUT,2022,f,15,0.000232764,50,214809.6667,69.05903803
AUT,2022,f,20,0.000240376,58,241288.6667,64.13654594
AUT,2022,f,25,0.000250759,72,287128.5,59.21067021
AUT,2022,f,30,0.000325963,100,306783.6667,54.28181831
AUT,2022,f,35,0.000444255,136,306130.5,49.36628182
AUT,2022,f,40,0.000650627,193,296636.8333,44.47050047
AUT,2022,f,45,0.001177723,350,297183.6667,39.60725867
AUT,2022,f,50,0.001816158,621,341930.6667,34.82641426
AUT,2022,f,55,0.00303801,1079,355166.6667,30.1213025
AUT,2022,f,60,0.005464284,1717,314222.3333,25.54408253
AUT,2022,f,65,0.008777296,2260,257482.5,21.18239943
AUT,2022,f,70,0.01442464,3238,224477,17.02069914
AUT,2022,f,75,0.026161148,4837,184892.5,13.1071579
AUT,2022,f,80,0.046581616,8317,178546.8333,9.591730322
AUT,2022,f,85,0.10183111,8971,88096.85,6.461153489
AUT,2022,f,90,0.207796841,9281,44663.81667,4.166792264
AUT,2022,f,95,0.353659295,4627,13083.21333,2.770834655
AUT,2022,f,100,0.525016167,820,1561.856667,1.904703252
AUT,2022,b,0,0.002310099,191.1096494,82727.89224,81.36240942
AUT,2022,b,1,0.000130572,45.40619078,347747.8155,80.55025309
AUT,2022,b,5,8.29632157534747e-05,36.5210137,440207.3059,76.5915379
AUT,2022,b,10,0.000104536,44.85556446,429091.1781,71.62227863
AUT,2022,b,15,0.000319532,141.1200984,441646.8511,66.65841698
AUT,2022,b,20,0.000399931,199.4085348,498607.8648,61.76100212
AUT,2022,b,25,0.000448663,264.9438164,590518.3635,56.87962215
AUT,2022,b,30,0.000498297,312.3177517,626769.9379,52.0017498
AUT,2022,b,35,0.000760974,469.8607335,617446.2192,47.12523656
AUT,2022,b,40,0.001069872,636.2999858,594743.9215,42.2953535
AUT,2022,b,45,0.001622959,953.1667531,587301.8667,37.50880412
AUT,2022,b,50,0.00267224,1812.356486,678216.2685,32.79405072
AUT,2022,b,55,0.004560174,3222.999016,706770.9881,28.20153782
AUT,2022,b,60,0.007994656,4932.593596,616986.316,23.7943132
AUT,2022,b,65,0.012840129,6273.418338,488579.0831,19.66287645
AUT,2022,b,70,0.020144512,8336.706692,413845.063,15.80128753
AUT,2022,b,75,0.033424875,10982.31114,328567.01,12.21207636
AUT,2022,b,80,0.056095729,17129.70493,305365.5836,8.983200006
AUT,2022,b,85,0.114763125,15973.61627,139187.7079,6.098206181
AUT,2022,b,90,0.221326861,14318.83506,64695.42365,3.993633947
AUT,2022,b,95,0.365950326,6142.365776,16784.69819,2.694037
AUT,2022,b,100,0.53622785,972.6316598,1813.840256,1.864878896
AUT,2023,m,0,0.003021393,130.2068787,43094.98144,79.17172498
AUT,2023,m,1,0.000181462,32.01093802,176405.8064,78.41081178
AUT,2023,m,5,7.41170241686134e-05,16.64672146,224600.5104,74.4666382
AUT,2023,m,10,0.000121961,26.62657578,218320.6721,69.49331291
AUT,2023,m,15,0.000479284,107.0651411,223385.6667,64.53417818
AUT,2023,m,20,0.000540142,136.2159578,252185.6525,59.68301641
AUT,2023,m,25,0.000547965,164.2412522,299729.2124,54.83765986
AUT,2023,m,30,0.000720779,229.0263869,317748.3356,49.98125272
AUT,2023,m,35,0.000997819,309.2305396,309906.3722,45.15267911
AUT,2023,m,40,0.001406878,418.0306558,297133.5876,40.3660096
AUT,2023,m,45,0.002197943,636.5736527,289622.4087,35.633314
AUT,2023,m,50,0.003365343,1131.744967,336294.1018,30.99945162
AUT,2023,m,55,0.005640978,1985.727548,352018.3266,26.48307263
AUT,2023,m,60,0.010486272,3176.789167,302947.4369,22.16918843
AUT,2023,m,65,0.016451317,3808.013927,231471.676,18.22823432
AUT,2023,m,70,0.025321453,4806.176759,189806.5152,14.57747723
AUT,2023,m,75,0.042281859,6098.423813,144232.6336,11.20991268
AUT,2023,m,80,0.070038069,8900.125915,127075.546,8.268915306
AUT,2023,m,85,0.128886828,6627.650128,51422.2455,5.717947473
AUT,2023,m,90,0.238503396,4849.069907,20331.24048,3.777563064
AUT,2023,m,95,0.390391987,1431.358245,3666.464204,2.551055791
AUT,2023,m,100,0.588219707,155.1399144,263.7448434,1.700045049
AUT,2023,f,0,0.002060919,84.2379391,40873.97705,84.05526135
AUT,2023,f,1,9.47724815941339e-05,15.8580395,167327.4692,83.22839225
AUT,2023,f,5,8.44398718255822e-05,17.84902283,211381.4534,79.25937154
AUT,2023,f,10,7.4582629376137e-05,15.34653505,205765.5406,74.29178614
AUT,2023,f,15,0.000269373,56.81185333,210904.1051,69.31856323
AUT,2023,f,20,0.000268617,63.29177213,235620.7828,64.40861943
AUT,2023,f,25,0.000228108,64.42841604,282446.5852,59.49182388
AUT,2023,f,30,0.000306894,92.87505367,302628.6293,54.55686251
AUT,2023,f,35,0.000556585,167.9786285,301802.4157,49.63680366
AUT,2023,f,40,0.000707282,207.0364152,292721.1721,44.76816458
AUT,2023,f,45,0.001213133,356.6476897,293989.0127,39.91790692
AUT,2023,f,50,0.001780036,603.6873577,339143.4061,35.14556179
AUT,2023,f,55,0.002893234,1020.797516,352822.3486,30.43741187
AUT,2023,f,60,0.005187078,1619.524125,312222.8454,25.84450371
AUT,2023,f,65,0.008418191,2153.981068,255872.1876,21.4579069
AUT,2023,f,70,0.014095973,3147.700031,223304.908,17.27301775
AUT,2023,f,75,0.025472473,4697.416679,184411.4921,13.35225015
AUT,2023,f,80,0.046614007,8294.404268,177938.0227,9.828422787
AUT,2023,f,85,0.095596778,8413.57848,88011.10934,6.761760041
AUT,2023,f,90,0.19071847,8543.24814,44795.07485,4.438542013
AUT,2023,f,95,0.324314287,4195.414905,12936.26296,2.971732608
AUT,2023,f,100,0.496402659,759.4913934,1529.990581,2.01449364
AUT,2023,b,0,0.002555054,214.5452597,83968.95849,81.63515301
AUT,2023,b,1,0.000139367,47.905015,343733.2756,80.84361362
AUT,2023,b,5,7.89805576508638e-05,34.43409863,435981.9638,76.8878433
AUT,2023,b,10,9.83906225251529e-05,41.72610647,424086.2127,71.91722507
AUT,2023,b,15,0.000377509,163.9483496,434289.7719,66.9513835
AUT,2023,b,20,0.000406588,198.3364459,487806.4353,62.07315334
AUT,2023,b,25,0.000391885,228.1460641,582175.7976,57.19438534
AUT,2023,b,30,0.000518637,321.750167,620376.9649,52.30166003
AUT,2023,b,35,0.000780167,477.2352293,611708.7879,47.43097251
AUT,2023,b,40,0.001059223,624.7879794,589854.7597,42.60658341
AUT,2023,b,45,0.001700901,992.6654844,583611.4214,37.81955654
AUT,2023,b,50,0.0025685,1734.861198,675437.5079,33.12121468
AUT,2023,b,55,0.00426538,3006.413482,704840.6752,28.51700912
AUT,2023,b,60,0.007794539,4794.968917,615170.2823,24.07785182
AUT,2023,b,65,0.012231085,5960.744201,487343.8635,19.93551154
AUT,2023,b,70,0.019253525,7953.851089,413111.4232,16.03542035
AUT,2023,b,75,0.032850799,10796.22227,328644.1258,12.40433416
AUT,2023,b,80,0.056370147,17193.65962,305013.5687,9.176721484
AUT,2023,b,85,0.107869668,15040.62973,139433.3548,6.367263231
AUT,2023,b,90,0.205616882,13391.06989,65126.31534,4.22325151
AUT,2023,b,95,0.33889406,5626.565613,16602.72717,2.868934381
AUT,2023,b,100,0.509902104,914.6294681,1793.735425,1.961160762
BEL,2022,m,0,0.003160276,190,60121.3221,79.54379492
BEL,2022,m,1,0.00020496,50,243950.5988,78.79504875
BEL,2022,m,5,5.44410380956096e-05,18,330632.9311,74.85842152
BEL,2022,m,10,7.67578933332678e-05,27,351755.3548,69.87812054
BEL,2022,m,15,0.000255585,86,336483.4037,64.90398452
BEL,2022,m,20,0.000490633,168,342414.8194,59.98378301
BEL,2022,m,25,0.000552158,201,364026.5248,55.12497339
BEL,2022,m,30,0.000782332,302,386025.1428,50.27046061
BEL,2022,m,35,0.000964023,360,373434.9278,45.4576887
BEL,2022,m,40,0.001635701,626,382710.6148,40.66525002
BEL,2022,m,45,0.002235898,836,373899.0328,35.97866628
BEL,2022,m,50,0.00359521,1422,395526.2427,31.35504451
BEL,2022,m,55,0.005729009,2311,403385.6721,26.87844863
BEL,2022,m,60,0.009401805,3497,371949.8723,22.58691741
BEL,2022,m,65,0.016242056,5120,315231.027,18.55391251
BEL,2022,m,70,0.024536892,6501,264947.9846,14.91283446
BEL,2022,m,75,0.038883733,7677,197434.7488,11.53521689
BEL,2022,m,80,0.067568732,8484,125561.0363,8.480977799
BEL,2022,m,85,0.123172737,9710,78832.37971,5.912319999
BEL,2022,m,90,0.223432469,6923,30984.75361,3.948905276
BEL,2022,m,95,0.378895837,2141,5650.629516,2.615859005
BEL,2022,m,100,0.563052612,246,436.9041092,1.776032964
BEL,2022,f,0,0.00253999,146,57480.53336,83.76993785
BEL,2022,f,1,0.000166688,39,233969.6253,82.98259247
BEL,2022,f,5,0.000101417,32,315528.1112,79.03692168
BEL,2022,f,10,6.85106419797173e-05,23,335714.2677,74.07574235
BEL,2022,f,15,0.000158953,51,320850.2742,69.10026506
BEL,2022,f,20,0.000222643,74,332369.9151,64.15321754
BEL,2022,f,25,0.000193734,70,361320.4302,59.2218892
BEL,2022,f,30,0.000333116,129,387252.4218,54.27686058
BEL,2022,f,35,0.00056125,211,375946.7376,49.36317097
BEL,2022,f,40,0.00081733,312,381730.879,44.49486547
BEL,2022,f,45,0.001408167,517,367144.0646,39.66683512
BEL,2022,f,50,0.002307518,894,387429.2833,34.92944509
BEL,2022,f,55,0.003614869,1439,398078.0071,30.30577367
BEL,2022,f,60,0.005781918,2193,379285.8976,25.81292812
BEL,2022,f,65,0.009219108,3094,335607.3007,21.49678027
BEL,2022,f,70,0.014860006,4396,295827.6077,17.39310542
BEL,2022,f,75,0.024582972,5880,239189.9548,13.54235836
BEL,2022,f,80,0.046629144,8206,175984.3567,9.988504738
BEL,2022,f,85,0.091937145,12331,134124.2438,6.964799976
BEL,2022,f,90,0.178329183,12508,70139.95018,4.629716917
BEL,2022,f,95,0.31438279,5910,18798.73898,3.056335561
BEL,2022,f,100,0.466849694,1073,2298.384283,2.14201704
BEL,2022,b,0,0.002846033,336,118059.0537,81.67103847
BEL,2022,b,1,0.000185484,89,479826.6701,80.90334376
BEL,2022,b,5,7.71178579176445e-05,50,648358.2577,76.96225762
BEL,2022,b,10,7.25180097931323e-05,50,689483.8971,71.990975
BEL,2022,b,15,0.000206695,137,662813.0605,67.01617631
BEL,2022,b,20,0.00035548,242,680770.0503,62.08288656
BEL,2022,b,25,0.000370287,271,731864.4561,57.18888333
BEL,2022,b,30,0.000553543,431,778620.0826,52.2902301
BEL,2022,b,35,0.000758056,571,753242.7699,47.42822633
BEL,2022,b,40,0.001222944,938,767001.7902,42.59884016
BEL,2022,b,45,0.001822274,1353,742479.0704,37.84478522
BEL,2022,b,50,0.002955087,2316,783733.241,33.16829839
BEL,2022,b,55,0.004675937,3750,801978.3131,28.62480842
BEL,2022,b,60,0.007571359,5690,751516.3251,24.24282269
BEL,2022,b,65,0.012618644,8214,650941.551,20.08181711
BEL,2022,b,70,0.019430547,10897,560817.9698,16.22724497
BEL,2022,b,75,0.031049163,13557,436630.1326,12.62897535
BEL,2022,b,80,0.055347919,16690,301547.0204,9.333788948
BEL,2022,b,85,0.103222943,22041,213528.1106,6.528674842
BEL,2022,b,90,0.194252071,19431,100029.8216,4.331126475
BEL,2022,b,95,0.349789167,8051,23016.72193,2.788756509
BEL,2022,b,100,0.551892196,1319,2389.959505,1.811948071
BEL,2023,m,0,0.002471436,143.7201235,58152.46614,80.13999178
BEL,2023,m,1,0.00010103,24.49037242,242407.6907,79.33795033
BEL,2023,m,5,6.98725415103338e-05,22.83654795,326831.5056,75.36940285
BEL,2023,m,10,0.000107026,37.57794338,351110.5088,70.39486515
BEL,2023,m,15,0.000235595,80.79030428,342920.3001,65.43120745
BEL,2023,m,20,0.000409587,139.5770371,340775.3282,60.50538252
BEL,2023,m,25,0.000553307,199.464769,360495.6799,55.62429544
BEL,2023,m,30,0.000666124,257.7514748,386942.0062,50.77146924
BEL,2023,m,35,0.001143238,428.8918222,375155.4638,45.93251142
BEL,2023,m,40,0.001545824,591.7335691,382794.8964,41.18149142
BEL,2023,m,45,0.002284066,848.5295272,371499.607,36.48162521
BEL,2023,m,50,0.003309378,1299.774794,392755.0394,31.87193527
BEL,2023,m,55,0.005439503,2171.959279,399293.6944,27.36200398
BEL,2023,m,60,0.009056363,3409.192913,376441.7384,23.04751075
BEL,2023,m,65,0.014827591,4757.672696,320866.1891,18.99949304
BEL,2023,m,70,0.022860138,6095.777194,266655.3115,15.26982152
BEL,2023,m,75,0.037096578,7695.680277,207449.8721,11.81789378
BEL,2023,m,80,0.064863527,8126.97275,125293.414,8.722874274
BEL,2023,m,85,0.116340205,9356.59212,80424.40833,6.131669535
BEL,2023,m,90,0.212203,6703.826623,31591.57325,4.110654809
BEL,2023,m,95,0.356265005,2082.092867,5844.225047,2.750604148
BEL,2023,m,100,0.545421645,258.2583259,473.5021581,1.833443922
BEL,2023,f,0,0.001920768,106.6434667,55521.26622,84.30586449
BEL,2023,f,1,9.09638353542742e-05,21.13817019,232379.9354,83.46770251
BEL,2023,f,5,6.4843145445344e-05,20.22823109,311956.3518,79.49752374
BEL,2023,f,10,7.52033010759573e-05,25.22374429,335407.4081,74.5224916
BEL,2023,f,15,0.000181716,59.39699726,326867.9912,69.54957833
BEL,2023,f,20,0.000206737,68.33656594,330547.9689,64.61052578
BEL,2023,f,25,0.00022729,81.36878705,357995.8346,59.67476176
BEL,2023,f,30,0.00032158,124.9054345,388411.9967,54.73977489
BEL,2023,f,35,0.000553455,209.7413056,378967.255,49.82383875
BEL,2023,f,40,0.000825981,316.5953141,383295.8917,44.95497826
BEL,2023,f,45,0.001422784,522.0566102,366926.0941,40.1306762
BEL,2023,f,50,0.002154917,830.9263173,385595.4685,35.39933344
BEL,2023,f,55,0.003397341,1337.589956,393716.6753,30.75573016
BEL,2023,f,60,0.005384208,2061.419743,382864.0357,26.23981346
BEL,2023,f,65,0.008945098,3050.387806,341012.2427,21.88763397
BEL,2023,f,70,0.014128032,4196.74422,297050.8746,17.77459014
BEL,2023,f,75,0.023551953,5892.404486,250187.511,13.89309531
BEL,2023,f,80,0.043354072,7518.272451,173415.5997,10.3186819
BEL,2023,f,85,0.086485245,11584.02753,133942.2407,7.219568326
BEL,2023,f,90,0.168771193,11900.77513,70514.2562,4.82342041
BEL,2023,f,95,0.293769119,5568.543894,18955.51143,3.21509499
BEL,2023,f,100,0.460804291,1120.136524,2430.829194,2.17011868
BEL,2023,b,0,0.003030681,341,112515.9824,82.06783679
BEL,2023,b,1,0.00013957,67,480046.1177,81.31641816
BEL,2023,b,5,6.52718868564924e-05,42,643462.3239,77.36097634
BEL,2023,b,10,0.000107003,74,691569.007,72.38541191
BEL,2023,b,15,0.000210488,143,679375.0878,67.42281168
BEL,2023,b,20,0.000291012,199,683820.8328,62.49117487
BEL,2023,b,25,0.000391939,286,729706.1755,57.57852915
BEL,2023,b,30,0.000506239,397,784215.0687,52.68657202
BEL,2023,b,35,0.000831238,633,761514.4943,47.81376492
BEL,2023,b,40,0.001223238,944,771722.0347,43.00248978
BEL,2023,b,45,0.001922439,1426,741766.0323,38.25097066
BEL,2023,b,50,0.002816195,2202,781905.9847,33.59627554
BEL,2023,b,55,0.004581588,3644,795357.3378,29.03724612
BEL,2023,b,60,0.007450048,5677,762008.549,24.65220353
BEL,2023,b,65,0.012051662,7987,662730.1597,20.49303905
BEL,2023,b,70,0.018914383,10697,565548.4476,16.61095093
BEL,2023,b,75,0.029853572,13728,459844.4747,13.01168568
BEL,2023,b,80,0.054012525,16162,299226.8919,9.707292271
BEL,2023,b,85,0.098325973,21186,215466.9762,6.957570577
BEL,2023,b,90,0.170866832,17680,103472.3932,4.863322632
BEL,2023,b,95,0.281252164,6773,24081.5925,3.388027971
BEL,2023,b,100,0.385418051,1023,2654.260734,2.594585273
BGR,2022,m,0,0.003561272,104.9842403,29479.42195,70.66101699
BGR,2022,m,1,0.000706332,89.13799893,126198.4311,69.91251466
BGR,2022,m,5,0.000125159,21.367793,170724.619,66.10595365
BGR,2022,m,10,0.000179976,32.26496195,179273.3614,61.14577053
BGR,2022,m,15,0.000513208,84.97808219,165582.1968,56.19856854
BGR,2022,m,20,0.000776744,122.4185316,157604.7322,51.33653819
BGR,2022,m,25,0.00096795,164.4588765,169904.3548,46.52657465
BGR,2022,m,30,0.001250222,289.2968826,231396.323,41.74016908
BGR,2022,m,35,0.002220554,546.3380788,246036.8557,36.98623288
BGR,2022,m,40,0.003429533,887.0877925,258661.3726,32.37126301
BGR,2022,m,45,0.005793423,1589.138601,274300.4428,27.88791515
BGR,2022,m,50,0.009969825,2534.759992,254243.1712,23.63413782
BGR,2022,m,55,0.016357715,3607.745401,220553.1343,19.71458582
BGR,2022,m,60,0.026084327,5625.57799,215668.8915,16.18257466
