Country,Sex,Age,Year,Sexi,mx,mx_se
AUT,m,15,2020,1,0.0003166,0.0000196
AUT,m,20,2020,1,0.0004538,0.0000261
AUT,m,25,2020,1,0.00051,0.0000163
AUT,m,30,2020,1,0.000618,0.0000154
AUT,m,35,2020,1,0.0008041,0.0000242
AUT,m,40,2020,1,0.0012449,0.0000326
AUT,m,45,2020,1,0.0020734,0.0000656
AUT,m,50,2020,1,0.0033563,0.0001267
AUT,m,55,2020,1,0.0059724,0.0001762
AUT,m,60,2020,1,0.0100896,0.0002177
AUT,m,65,2020,1,0.0168827,0.0001048
AUT,m,70,2020,1,0.0245864,0.0002912
AUT,m,75,2020,1,0.0358778,0.0009764
AUT,m,80,2020,1,0.0655321,0.0015272
AUT,m,85,2020,1,0.1267416,0.0013979
AUT,m,90,2020,1,0.2196507,0.0025536
AUT,m,95,2020,1,0.3750446,0.0003643
AUT,m,100,2020,1,0.519949,0.0042452
AUT,f,0,2020,2,0.0024573,0.0000965
AUT,f,1,2020,2,0.000103,0.000007
AUT,f,5,2020,2,0.0000478,0.0000042
AUT,f,10,2020,2,0.0000799,0.0000011
AUT,f,15,2020,2,0.0001361,0.0000094
AUT,f,20,2020,2,0.0001433,0.0000114
AUT,f,25,2020,2,0.0002243,0.0000056
AUT,f,30,2020,2,0.000307,0.0000042
AUT,f,35,2020,2,0.0004428,0.0000088
AUT,f,40,2020,2,0.0007664,0.0000104
AUT,f,45,2020,2,0.0011491,0.0000411
AUT,f,50,2020,2,0.0018945,0.000067
AUT,f,55,2020,2,0.0031499,0.000086
AUT,f,60,2020,2,0.0053315,0.0000814
AUT,f,65,2020,2,0.009053,0.0000187
AUT,f,70,2020,2,0.0137187,0.0000956
AUT,f,75,2020,2,0.020852,0.0007456
AUT,f,80,2020,2,0.0436657,0.001429
AUT,f,85,2020,2,0.0975401,0.0014208
AUT,f,90,2020,2,0.1885893,0.0018148
AUT,f,95,2020,2,0.3172738,0.0019525
AUT,f,100,2020,2,0.4800329,0.0020823
AUT,b,0,2020,3,0.002735,0.0001348
AUT,b,1,2020,3,0.0001331,0.000008
AUT,b,5,2020,3,0.0000598,0.0000048
AUT,b,10,2020,3,0.0000861,0.0000029
AUT,b,15,2020,3,0.000229,0.0000217
AUT,b,20,2020,3,0.0003031,0.0000285
AUT,b,25,2020,3,0.0003707,0.0000173
AUT,b,30,2020,3,0.0004653,0.000016
AUT,b,35,2020,3,0.000625,0.0000258
AUT,b,40,2020,3,0.0010068,0.0000342
AUT,b,45,2020,3,0.0016071,0.0000774
AUT,b,50,2020,3,0.002627,0.0001433
AUT,b,55,2020,3,0.0045595,0.000196
AUT,b,60,2020,3,0.0076572,0.0002324
AUT,b,65,2020,3,0.0127623,0.0001065
AUT,b,70,2020,3,0.0187163,0.0003065
AUT,b,75,2020,3,0.02744,0.0012285
AUT,b,80,2020,3,0.0527656,0.0020915
AUT,b,85,2020,3,0.1080897,0.0019932
AUT,b,90,2020,3,0.1979684,0.0031328
AUT,b,95,2020,3,0.3288035,0.0019862
AUT,b,100,2020,3,0.4861005,0.0047284
BEL,m,0,2020,1,0.0037947,0.0000238
BEL,m,1,2020,1,0.0001313,0.0000064
BEL,m,5,2020,1,0.0000817,0.0000016
BEL,m,10,2020,1,0.0000908,0.0000027
BEL,m,15,2020,1,0.000248,0.0000107
BEL,m,20,2020,1,0.0004704,0.0000183
BEL,m,25,2020,1,0.0005439,0.000018
BEL,m,30,2020,1,0.0007219,0.0000148
BEL,m,35,2020,1,0.0009823,0.0000173
BEL,m,40,2020,1,0.0014092,0.0000297
BEL,m,45,2020,1,0.0021319,0.0000548
BEL,m,50,2020,1,0.0033907,0.0001006
BEL,m,55,2020,1,0.0058654,0.0001408
BEL,m,60,2020,1,0.0098968,0.0001658
BEL,m,65,2020,1,0.015572,0.0001928
BEL,m,70,2020,1,0.0232321,0.0003843
BEL,m,75,2020,1,0.037393,0.0007564
BEL,m,80,2020,1,0.0644648,0.0013569
BEL,m,85,2020,1,0.1220019,0.0017168
BEL,m,90,2020,1,0.2106436,0.0025547
BEL,m,95,2020,1,0.3456853,0.0025826
BEL,m,100,2020,1,0.5312974,0.0029401
BEL,f,0,2020,2,0.0027899,0.0000682
BEL,f,1,2020,2,0.0001339,0.0000065
BEL,f,5,2020,2,0.0000607,0.000004
BEL,f,10,2020,2,0.0000563,0.0000045
BEL,f,15,2020,2,0.0001438,0.0000089
BEL,f,20,2020,2,0.0001926,0.0000076
BEL,f,25,2020,2,0.0002317,0.0000115
BEL,f,30,2020,2,0.0003428,0.0000123
BEL,f,35,2020,2,0.0005304,0.0000197
BEL,f,40,2020,2,0.0008378,0.0000347
BEL,f,45,2020,2,0.0014294,0.0000571
BEL,f,50,2020,2,0.0022725,0.000099
BEL,f,55,2020,2,0.0036391,0.0001114
BEL,f,60,2020,2,0.0061269,0.0000524
BEL,f,65,2020,2,0.0088754,0.0001003
BEL,f,70,2020,2,0.0136194,0.0002576
BEL,f,75,2020,2,0.0224716,0.0007141
BEL,f,80,2020,2,0.0430516,0.0015836
BEL,f,85,2020,2,0.0897135,0.0023594
BEL,f,90,2020,2,0.1710589,0.0033932
BEL,f,95,2020,2,0.2951768,0.0033667
BEL,f,100,2020,2,0.4761351,0.0000952
BEL,b,0,2020,3,0.0033026,0.0000722
BEL,b,1,2020,3,0.0001326,0.0000091
BEL,b,5,2020,3,0.0000715,0.0000043
BEL,b,10,2020,3,0.000074,0.0000053
BEL,b,15,2020,3,0.0001973,0.0000139
BEL,b,20,2020,3,0.0003346,0.0000198
BEL,b,25,2020,3,0.000389,0.0000214
BEL,b,30,2020,3,0.0005325,0.0000192
BEL,b,35,2020,3,0.0007566,0.0000262
BEL,b,40,2020,3,0.0011251,0.0000457
BEL,b,45,2020,3,0.0017845,0.0000791
BEL,b,50,2020,3,0.0028386,0.0001411
BEL,b,55,2020,3,0.0047558,0.0001795
BEL,b,60,2020,3,0.0079882,0.0001739
BEL,b,65,2020,3,0.0121228,0.0002173
BEL,b,70,2020,3,0.018156,0.0004626
BEL,b,75,2020,3,0.0291769,0.0010402
BEL,b,80,2020,3,0.0519041,0.0020854
BEL,b,85,2020,3,0.1014702,0.0029179
BEL,b,90,2020,3,0.182775,0.0042474
BEL,b,95,2020,3,0.3067081,0.0042432
BEL,b,100,2020,3,0.4845289,0.0029416
BGR,m,0,2020,1,0.0067501,0.0002341
BGR,m,1,2020,1,0.0002809,0.0000155
BGR,m,5,2020,1,0.0001571,0.0000089
BGR,m,10,2020,1,0.0002218,0.0000071
BGR,m,15,2020,1,0.0006176,0.0000048
BGR,m,20,2020,1,0.0007895,0.000021
BGR,m,25,2020,1,0.0009074,0.0000234
BGR,m,30,2020,1,0.0013106,0.0000169
BGR,m,35,2020,1,0.0019643,0.0000195
BGR,m,40,2020,1,0.0030647,0.0000604
BGR,m,45,2020,1,0.0056574,0.0000898
BGR,m,50,2020,1,0.0096218,0.0001385
BGR,m,55,2020,1,0.0155099,0.0001596
BGR,m,60,2020,1,0.0237808,0.000124
BGR,m,65,2020,1,0.0339393,0.0001529
BGR,m,70,2020,1,0.046719,0.00049
BGR,m,75,2020,1,0.0698022,0.000836
BGR,m,80,2020,1,0.1111378,0.0014559
BGR,m,85,2020,1,0.1815977,0.0013992
BGR,m,90,2020,1,0.2876867,0.001266
BGR,m,95,2020,1,0.4099144,0.001723
BGR,m,100,2020,1,0.779961,0.037797
BGR,f,0,2020,2,0.0050247,0.0003777
BGR,f,1,2020,2,0.0002854,0.0000179
BGR,f,5,2020,2,0.0001013,0.0000138
BGR,f,10,2020,2,0.0001193,0.0000113
BGR,f,15,2020,2,0.0002705,0.0000099
BGR,f,20,2020,2,0.0003216,0.00001
BGR,f,25,2020,2,0.0003901,0.0000105
BGR,f,30,2020,2,0.0005543,0.0000175
BGR,f,35,2020,2,0.0009077,0.0000297
BGR,f,40,2020,2,0.0016352,0.0000229
BGR,f,45,2020,2,0.0026091,0.0000414
BGR,f,50,2020,2,0.0041988,0.0000323
BGR,f,55,2020,2,0.0065719,0.0000061
BGR,f,60,2020,2,0.009569,0.0000575
BGR,f,65,2020,2,0.0139312,0.0003406
BGR,f,70,2020,2,0.0225872,0.000918
BGR,f,75,2020,2,0.0417439,0.0018088
BGR,f,80,2020,2,0.0827954,0.0027149
BGR,f,85,2020,2,0.1556418,0.0024373
BGR,f,90,2020,2,0.2604498,0.0023704
BGR,f,95,2020,2,0.4060891,0.002924
BGR,f,100,2020,2,0.7595703,0.0491933
BGR,b,0,2020,3,0.0059099,0.0004443
BGR,b,1,2020,3,0.0002831,0.0000237
BGR,b,5,2020,3,0.00013,0.0000164
BGR,b,10,2020,3,0.0001719,0.0000134
BGR,b,15,2020,3,0.0004493,0.000011
BGR,b,20,2020,3,0.0005622,0.0000233
BGR,b,25,2020,3,0.0006558,0.0000257
BGR,b,30,2020,3,0.0009425,0.0000243
BGR,b,35,2020,3,0.0014553,0.0000356
BGR,b,40,2020,3,0.0023712,0.0000646
BGR,b,45,2020,3,0.0041699,0.0000989
BGR,b,50,2020,3,0.0069394,0.0001422
BGR,b,55,2020,3,0.0109689,0.0001597
BGR,b,60,2020,3,0.0162604,0.0001367
BGR,b,65,2020,3,0.0227974,0.0003733
BGR,b,70,2020,3,0.0325401,0.0010406
BGR,b,75,2020,3,0.0525011,0.0019926
BGR,b,80,2020,3,0.0928302,0.0030806
BGR,b,85,2020,3,0.1643648,0.0028104
BGR,b,90,2020,3,0.269013,0.0026873
BGR,b,95,2020,3,0.407203,0.0033939
BGR,b,100,2020,3,0.7659146,0.062037
CAN,m,0,2020,1,0.0047888,0.0000637
CAN,m,1,2020,1,0.0001761,0.0000035
CAN,m,5,2020,1,0.0000752,0.0000029
CAN,m,10,2020,1,0.0001068,0.0000031
CAN,m,15,2020,1,0.0004164,0.0000105
CAN,m,20,2020,1,0.000715,0.0000077
CAN,m,25,2020,1,0.0008953,0.0000102
CAN,m,30,2020,1,0.0009952,0.0000137
CAN,m,35,2020,1,0.0011401,0.0000025
CAN,m,40,2020,1,0.0014776,0.0000126
CAN,m,45,2020,1,0.0021938,0.0000292
CAN,m,50,2020,1,0.0034316,0.0000545
CAN,m,55,2020,1,0.0055022,0.0000753
CAN,m,60,2020,1,0.0086464,0.0001175
CAN,m,65,2020,1,0.0130917,0.000243
CAN,m,70,2020,1,0.0204975,0.0004381
CAN,m,75,2020,1,0.0335357,0.0007549
CAN,m,80,2020,1,0.0584035,0.0013445
CAN,m,85,2020,1,0.1058717,0.0019269
CAN,m,90,2020,1,0.186895,0.0026589
CAN,m,95,2020,1,0.3092418,0.002268
CAN,m,100,2020,1,0.4654582,0.0029608
CAN,f,0,2020,2,0.0041039,0.0000525
CAN,f,1,2020,2,0.0001564,0.000001
CAN,f,5,2020,2,0.0000706,0.0000017
CAN,f,10,2020,2,0.0000996,0.0000007
CAN,f,15,2020,2,0.0002259,0.0000034
CAN,f,20,2020,2,0.0003361,0.0000029
CAN,f,25,2020,2,0.0004248,0.0000093
CAN,f,30,2020,2,0.0005179,0.0000084
CAN,f,35,2020,2,0.0006321,0.0000003
CAN,f,40,2020,2,0.0008768,0.0000112
CAN,f,45,2020,2,0.0013361,0.0000274
CAN,f,50,2020,2,0.0022255,0.0000328
CAN,f,55,2020,2,0.0035464,0.0000384
CAN,f,60,2020,2,0.0053963,0.0000679
CAN,f,65,2020,2,0.0082697,0.0001331
CAN,f,70,2020,2,0.0134754,0.0002233
CAN,f,75,2020,2,0.0225094,0.0003841
CAN,f,80,2020,2,0.0407516,0.0006952
CAN,f,85,2020,2,0.0756745,0.0011947
CAN,f,90,2020,2,0.1420989,0.0016996
CAN,f,95,2020,2,0.2466128,0.0020489
CAN,f,100,2020,2,0.3919113,0.0030118
CAN,b,0,2020,3,0.0044549,0.0000826
CAN,b,1,2020,3,0.0001665,0.0000036
CAN,b,5,2020,3,0.000073,0.0000034
CAN,b,10,2020,3,0.0001033,0.0000032
CAN,b,15,2020,3,0.0003233,0.0000111
CAN,b,20,2020,3,0.0005338,0.0000083
CAN,b,25,2020,3,0.0006678,0.0000138
CAN,b,30,2020,3,0.0007601,0.0000161
CAN,b,35,2020,3,0.0008866,0.0000025
CAN,b,40,2020,3,0.0011743,0.0000169
CAN,b,45,2020,3,0.0017615,0.0000401
CAN,b,50,2020,3,0.0028251,0.0000636
CAN,b,55,2020,3,0.004519,0.0000845
CAN,b,60,2020,3,0.0069959,0.0001357
CAN,b,65,2020,3,0.0106071,0.000277
CAN,b,70,2020,3,0.0168341,0.0004917
CAN,b,75,2020,3,0.0276642,0.0008469
CAN,b,80,2020,3,0.0485678,0.0015136
CAN,b,85,2020,3,0.0878722,0.0022672
CAN,b,90,2020,3,0.1571984,0.0031557
CAN,b,95,2020,3,0.2622183,0.0030564
CAN,b,100,2020,3,0.4042625,0.0042234
CHE,m,0,2020,1,0.0034925,0.0000961
CHE,m,1,2020,1,0.0001054,0.0000055
CHE,m,5,2020,1,0.0000507,0.0000042
CHE,m,10,2020,1,0.000067,0.0000036
CHE,m,15,2020,1,0.0002455,0.0000141
CHE,m,20,2020,1,0.0003509,0.0000213
CHE,m,25,2020,1,0.000391,0.0000179
CHE,m,30,2020,1,0.0004178,0.000019
CHE,m,35,2020,1,0.0005572,0.0000273
CHE,m,40,2020,1,0.0009122,0.0000357
CHE,m,45,2020,1,0.0014186,0.000062
CHE,m,50,2020,1,0.0025224,0.000087
CHE,m,55,2020,1,0.004162,0.0001414
CHE,m,60,2020,1,0.0070891,0.0001852
CHE,m,65,2020,1,0.0114818,0.0002588
CHE,m,70,2020,1,0.0178261,0.0004777
CHE,m,75,2020,1,0.0293312,0.0009754
CHE,m,80,2020,1,0.0564759,0.0016191
CHE,m,85,2020,1,0.1115562,0.0022195
CHE,m,90,2020,1,0.2083167,0.0027304
CHE,m,95,2020,1,0.3495803,0.0021647
CHE,m,100,2020,1,0.5765502,0.0038882
CHE,f,0,2020,2,0.0032246,0.0000601
CHE,f,1,2020,2,0.0000988,0.0000038
CHE,f,5,2020,2,0.0000532,0.0000024
CHE,f,10,2020,2,0.0000766,0.0000005
CHE,f,15,2020,2,0.0001016,0.0000075
CHE,f,20,2020,2,0.0001293,0.0000077
CHE,f,25,2020,2,0.00016,0.000009
CHE,f,30,2020,2,0.0002226,0.0000101
CHE,f,35,2020,2,0.0003341,0.0000121
CHE,f,40,2020,2,0.0005427,0.0000199
CHE,f,45,2020,2,0.0009034,0.0000371
CHE,f,50,2020,2,0.0015439,0.0000488
CHE,f,55,2020,2,0.0025583,0.0000692
CHE,f,60,2020,2,0.0040429,0.0000968
CHE,f,65,2020,2,0.006806,0.0000833
CHE,f,70,2020,2,0.0109211,0.0001691
CHE,f,75,2020,2,0.0188591,0.0003797
CHE,f,80,2020,2,0.0389763,0.0007861
CHE,f,85,2020,2,0.0840468,0.0012807
CHE,f,90,2020,2,0.1696486,0.0018801
CHE,f,95,2020,2,0.3036367,0.0013635
CHE,f,100,2020,2,0.4808452,0.0001845
CHE,b,0,2020,3,0.0033623,0.0001134
CHE,b,1,2020,3,0.0001022,0.0000067
CHE,b,5,2020,3,0.0000519,0.0000048
CHE,b,10,2020,3,0.0000717,0.0000036
CHE,b,15,2020,3,0.0001757,0.000016
CHE,b,20,2020,3,0.0002437,0.0000226
CHE,b,25,2020,3,0.0002775,0.00002
CHE,b,30,2020,3,0.0003212,0.0000216
CHE,b,35,2020,3,0.0004468,0.0000299
CHE,b,40,2020,3,0.0007286,0.0000409
CHE,b,45,2020,3,0.0011624,0.0000723
CHE,b,50,2020,3,0.0020362,0.0000997
CHE,b,55,2020,3,0.0033675,0.0001574
CHE,b,60,2020,3,0.0055638,0.000209
CHE,b,65,2020,3,0.0090646,0.0002719
CHE,b,70,2020,3,0.014192,0.0005068
CHE,b,75,2020,3,0.0236576,0.0010467
CHE,b,80,2020,3,0.0463845,0.0017999
CHE,b,85,2020,3,0.0943726,0.0025625
CHE,b,90,2020,3,0.1816364,0.0033151
CHE,b,95,2020,3,0.3148229,0.0025583
CHE,b,100,2020,3,0.49794,0.0038925
CHL,m,0,2020,1,0.0069844,0.0001902
CHL,m,1,2020,1,0.0002572,0.0000117
CHL,m,5,2020,1,0.0001165,0.0000078
CHL,m,10,2020,1,0.0001612,0.0000071
CHL,m,15,2020,1,0.0005795,0.0000157
CHL,m,20,2020,1,0.0008724,0.0000297
CHL,m,25,2020,1,0.0010616,0.0000263
CHL,m,30,2020,1,0.0012354,0.0000309
CHL,m,35,2020,1,0.0015568,0.000037
CHL,m,40,2020,1,0.0021194,0.0000514
CHL,m,45,2020,1,0.0030748,0.0000659
CHL,m,50,2020,1,0.0046475,0.0000952
CHL,m,55,2020,1,0.0069106,0.0001732
CHL,m,60,2020,1,0.0104994,0.0003547
CHL,m,65,2020,1,0.0168508,0.0005188
CHL,m,70,2020,1,0.0265901,0.0007726
CHL,m,75,2020,1,0.0417761,0.0014133
CHL,m,80,2020,1,0.0710997,0.0022734
CHL,m,85,2020,1,0.1386252,0.0003813
CHL,m,90,2020,1,0.2390778,0.0027584
CHL,m,95,2020,1,0.3414754,0.0019701
CHL,m,100,2020,1,0.5223263,0.0137648
CHL,f,0,2020,2,0.0059184,0.0002153
CHL,f,1,2020,2,0.0002236,0.0000125
CHL,f,5,2020,2,0.0001185,0.0000043
CHL,f,10,2020,2,0.0001398,0.0000049
CHL,f,15,2020,2,0.0002514,0.000008
CHL,f,20,2020,2,0.0003266,0.0000014
CHL,f,25,2020,2,0.0003615,0.0000057
CHL,f,30,2020,2,0.0004657,0.0000119
CHL,f,35,2020,2,0.0006984,0.0000087
CHL,f,40,2020,2,0.0010563,0.000018
CHL,f,45,2020,2,0.0015675,0.0000454
CHL,f,50,2020,2,0.0023567,0.0000956
CHL,f,55,2020,2,0.003745,0.0001524
CHL,f,60,2020,2,0.0058803,0.0002852
CHL,f,65,2020,2,0.0097436,0.000389
CHL,f,70,2020,2,0.0158124,0.0006033
CHL,f,75,2020,2,0.0256039,0.0013061
CHL,f,80,2020,2,0.0465866,0.0025116
CHL,f,85,2020,2,0.1058098,0.0002239
CHL,f,90,2020,2,0.200739,0.006006
CHL,f,95,2020,2,0.3024491,0.0078237
CHL,f,100,2020,2,0.4236777,0.0060402
CHL,b,0,2020,3,0.0064635,0.0002873
CHL,b,1,2020,3,0.0002407,0.0000171
CHL,b,5,2020,3,0.0001175,0.0000089
CHL,b,10,2020,3,0.0001507,0.0000086
CHL,b,15,2020,3,0.0004189,0.0000176
CHL,b,20,2020,3,0.0006044,0.0000297
CHL,b,25,2020,3,0.0007147,0.0000269
CHL,b,30,2020,3,0.000852,0.0000332
CHL,b,35,2020,3,0.0011244,0.000038
CHL,b,40,2020,3,0.0015781,0.0000545
CHL,b,45,2020,3,0.0023014,0.00008
CHL,b,50,2020,3,0.0034604,0.0001349
CHL,b,55,2020,3,0.0052544,0.0002307
CHL,b,60,2020,3,0.0080616,0.0004551
CHL,b,65,2020,3,0.0130428,0.0006485
CHL,b,70,2020,3,0.0206879,0.0009802
CHL,b,75,2020,3,0.0326047,0.0019244
CHL,b,80,2020,3,0.0564161,0.0033877
CHL,b,85,2020,3,0.1176691,0.0004422
CHL,b,90,2020,3,0.2126404,0.0066091
CHL,b,95,2020,3,0.3122765,0.008068
CHL,b,100,2020,3,0.4407433,0.0150318
CZE,m,0,2020,1,0.0026378,0.0000515
CZE,m,1,2020,1,0.0001457,0.0000032
CZE,m,5,2020,1,0.0000772,0.0000024
CZE,m,10,2020,1,0.0000903,0.000004
CZE,m,15,2020,1,0.0003942,0.0000081
CZE,m,20,2020,1,0.0006573,0.000013
CZE,m,25,2020,1,0.0007047,0.0000106
CZE,m,30,2020,1,0.0008552,0.0000106
CZE,m,35,2020,1,0.0011082,0.000022
CZE,m,40,2020,1,0.0017109,0.00004
CZE,m,45,2020,1,0.0028472,0.0000776
CZE,m,50,2020,1,0.0049161,0.0001387
CZE,m,55,2020,1,0.0083693,0.0002155
CZE,m,60,2020,1,0.0147863,0.0002554
CZE,m,65,2020,1,0.0233863,0.0002686
CZE,m,70,2020,1,0.0347851,0.0004285
CZE,m,75,2020,1,0.0523116,0.0008394
CZE,m,80,2020,1,0.0870674,0.0013227
CZE,m,85,2020,1,0.1522758,0.0016424
CZE,m,90,2020,1,0.2492275,0.0027555
CZE,m,95,2020,1,0.4011055,0.001778
CZE,m,100,2020,1,0.6868142,0.0090392
CZE,f,0,2020,2,0.0020549,0.0000506
CZE,f,1,2020,2,0.0001211,0.0000041
CZE,f,5,2020,2,0.0000811,0.0000013
CZE,f,10,2020,2,0.000051,0.0000051
CZE,f,15,2020,2,0.0001725,0.0000054
CZE,f,20,2020,2,0.0002282,0.0000034
CZE,f,25,2020,2,0.0002517,0.0000024
CZE,f,30,2020,2,0.0003486,0.0000056
CZE,f,35,2020,2,0.0005332,0.0000114
CZE,f,40,2020,2,0.0008222,0.0000315
CZE,f,45,2020,2,0.0014562,0.0000477
CZE,f,50,2020,2,0.0023388,0.0000808
